Open_Time,Open_Price,Close_Time,Close_Price,Side,Symbol,Volume,Profit,,ACC_VAL
10/24/2023 17:48,7402.16,10/24/2023 17:50,7405.72,Sell,UK100x,0.1,-4.33,,146606.1
10/24/2023 17:48,6904.6,10/24/2023 17:50,6909.89,Sell,FRA40x,0.1,-5.61,,146600.49
10/24/2023 17:49,14777.91,10/24/2023 17:51,14763.13,Buy,NAS100x,0.1,-14.78,,146585.71
10/24/2023 17:50,33265.52,10/24/2023 17:51,33236.65,Buy,US30x,0.1,-28.87,,146556.84
10/24/2023 17:50,14917.8,10/24/2023 17:51,14911.62,Buy,GER40x,0.1,-6.55,,146550.29
10/24/2023 17:50,7407.05,10/24/2023 17:51,7403.28,Buy,UK100x,0.1,-4.59,,146545.7
10/24/2023 17:50,6909.93,10/24/2023 17:51,6907.13,Buy,FRA40x,0.1,-2.97,,146542.73
10/24/2023 19:36,14638.56,10/24/2023 20:21,14660.35,Buy,NAS100x,3,653.7,,147196.43
10/24/2023 19:36,6874.76,10/24/2023 20:21,6882.41,Buy,FRA40x,3,243.06,,147439.49
10/24/2023 19:36,14854.32,10/24/2023 20:21,14865.97,Buy,GER40x,3,370.15,,147809.64
10/24/2023 19:36,33034.82,10/24/2023 20:21,33045.63,Buy,US30x,3,324.3,,148133.94
10/24/2023 19:36,7384.6,10/24/2023 20:21,7392.09,Buy,UK100x,3,273.33,,148407.27
10/25/2023 12:24,1971.19,10/25/2023 12:36,1971.65,Buy,XAUUSDx,3,138,,148545.27
10/25/2023 12:27,33193.32,10/25/2023 12:38,33182.32,Sell,US30x,3,330,,148875.27
10/25/2023 12:28,14866.12,10/25/2023 12:41,14852.99,Sell,GER40x,3,416.31,,149291.58
10/25/2023 12:28,6877.67,10/25/2023 12:41,6872.74,Sell,FRA40x,3,156.32,,149447.9
10/25/2023 12:47,1970.23,10/25/2023 12:51,1970.8,Buy,XAUUSDx,3,171,,149618.9
10/25/2023 12:50,33133.52,10/25/2023 12:51,33142.86,Buy,US30x,3,280.2,,149899.1
10/25/2023 14:21,33190.17,10/25/2023 14:30,33176.82,Sell,US30x,3,400.5,,150299.6
10/25/2023 14:22,6895.91,10/25/2023 14:57,6893.83,Sell,FRA40x,3,65.95,,150365.55
10/25/2023 14:22,14895.92,10/25/2023 14:57,14895.97,Sell,GER40x,3,-1.59,,150363.96
10/25/2023 14:23,7411.6,10/25/2023 14:57,7410.97,Sell,UK100x,3,22.9,,150386.86
10/25/2023 14:25,14687.05,10/25/2023 14:41,14683.41,Sell,NAS100x,3,109.2,,150496.06
10/25/2023 14:35,33216.32,10/25/2023 14:36,33209.5,Sell,US30x,3,204.6,,150700.66
10/25/2023 14:39,33220.82,10/25/2023 14:41,33214.62,Sell,US30x,3,186,,150886.66
10/25/2023 14:48,33216.82,10/25/2023 14:50,33212.17,Sell,US30x,3,139.5,,151026.16
10/25/2023 17:05,33011.07,10/25/2023 17:25,33012.9,Buy,US30x,1.5,27.45,,151053.61
10/25/2023 17:22,32994.01,10/25/2023 17:23,33001.12,Buy,US30x,1.5,106.65,,151160.26
10/25/2023 17:26,32989.58,10/25/2023 17:27,32998.92,Buy,US30x,1.5,140.1,,151300.36
10/25/2023 17:28,14517.29,10/25/2023 17:28,14523.41,Buy,NAS100x,1.5,91.8,,151392.16
10/25/2023 18:43,182.099,10/25/2023 18:43,182.109,Buy,GBPJPYx,0.01,0.07,,151392.23
10/25/2023 18:44,1.0592,10/25/2023 18:44,1.0592,Buy,EURUSDx,0.01,-0.07,,151392.16
10/25/2023 18:44,182.125,10/25/2023 18:44,182.129,Buy,GBPJPYx,0.01,0.03,,151392.19
10/25/2023 18:44,1.0593,10/25/2023 18:44,1.0593,Buy,EURUSDx,0.01,-0.02,,151392.17
10/25/2023 18:44,1.0593,10/25/2023 18:44,1.0593,Buy,EURUSDx,0.01,-0.05,,151392.12
10/25/2023 18:44,108.917,10/25/2023 18:45,108.919,Sell,CADJPYx,0.01,-0.01,,151392.11
10/31/2023 17:09,1.1011,10/31/2023 17:12,1.1017,Sell,GBPCHFx,0.1,-6.62,,151385.49
10/31/2023 17:12,1.061,10/31/2023 17:14,1.0614,Buy,EURUSDx,0.08,3.28,,151388.77
10/31/2023 17:15,108.92,10/31/2023 17:15,108.957,Sell,CADJPYx,0.08,-1.96,,151386.81
11/14/2023 11:37,0.9653,11/14/2023 11:39,0.9654,Sell,EURCHFx,3,-53.26,,151333.55
11/14/2023 11:38,1.2296,11/14/2023 11:39,1.2295,Sell,GBPUSDx,5,65,,151398.55
11/14/2023 11:39,34404.17,11/14/2023 17:24,34885.37,Sell,US30x,3,-14436,,136962.55
11/14/2023 11:39,15537.89,11/14/2023 18:03,15820.48,Sell,NAS100x,3,-8477.7,,128484.85
11/14/2023 11:39,15421.74,11/15/2023 9:04,15658.22,Sell,GER40x,3,-7714.17,,120770.68
11/14/2023 11:39,7430.1,11/14/2023 15:33,7439.5,Sell,UK100x,3,-349.03,,120421.65
11/14/2023 11:39,7103.83,11/14/2023 15:33,7152.56,Sell,FRA40x,3,-1576.6,,118845.05
11/14/2023 15:33,1958.59,11/15/2023 9:04,1970.12,Sell,XAUUSDx,3,-3459,,115386.05
11/14/2023 15:33,22.669,11/15/2023 9:04,23.275,Sell,XAGUSDx,3,-9090,,106296.05
11/14/2023 18:02,34900.83,11/15/2023 9:04,34926.78,Sell,US30x,3,-778.5,,105517.55
